Country Name,2018 [YR2018],2019 [YR2019]
Belgium,2.05316499865186,1.43681956996429
China,2.07479039965576,2.89923416358227
Denmark,0.813609467455631,0.75813157251162
Grenada,0.804102313277033,0.598149764736022
India,3.9388264669163,3.72950573539129
Singapore,0.43862011844684,0.565260568780326
